ep01*.*	ep01	1
Show.01*.*	ep01	0
ep01.*txt	ep01	0
Show.01.*txt	ep01	0
*.mpls	ep01	0
*	ep01	1
*.*	ep01	1
*.txt	ep01	0
ep01*.*	ep01	1
Show.01*.*	ep01	0
ep01.*txt	ep01	0
Show.01.*txt	ep01	0
*.mpls	ep01	0
*	ep01	1
*.*	ep01	1
*.txt	ep01	0
ep01*.*	ep01	1
Show.01*.*	ep01	0
ep01.*txt	ep01	0
Show.01.*txt	ep01	0
*.mpls	ep01	0
*	ep01	1
*.*	ep01	1
*.txt	ep01	0
Show.01*.*	ep01..txt	0
ep01.*txt	ep01..txt	1
Show.01.*txt	ep01..txt	0
*.mpls	ep01..txt	0
ep01*.*	ep01.a	1
Show.01*.*	ep01.a	0
ep01.*txt	ep01.a	0
Show.01.*txt	ep01.a	0
*.mpls	ep01.a	0
*	ep01.a	1
*.*	ep01.a	1
*.txt	ep01.a	0
Show.01*.*	ep01.a.b	0
ep01.*txt	ep01.a.b	0
Show.01.*txt	ep01.a.b	0
*.mpls	ep01.a.b	0
*.txt	ep01.a.b	0
Show.01*.*	ep01.a.b.c	0
ep01.*txt	ep01.a.b.c	0
Show.01.*txt	ep01.a.b.c	0
*.mpls	ep01.a.b.c	0
*.txt	ep01.a.b.c	0
ep01*.*	ep01.aac	1
Show.01*.*	ep01.aac	0
ep01.*txt	ep01.aac	0
Show.01.*txt	ep01.aac	0
*.mpls	ep01.aac	0
*	ep01.aac	1
*.*	ep01.aac	1
*.txt	ep01.aac	0
ep01*.*	ep01.ac3	1
Show.01*.*	ep01.ac3	0
ep01.*txt	ep01.ac3	0
Show.01.*txt	ep01.ac3	0
*.mpls	ep01.ac3	0
*	ep01.ac3	1
*.*	ep01.ac3	1
*.txt	ep01.ac3	0
Show.01*.*	ep01.alac	0
ep01.*txt	ep01.alac	0
Show.01.*txt	ep01.alac	0
*.mpls	ep01.alac	0
*.txt	ep01.alac	0
ep01*.*	ep01.dts	1
Show.01*.*	ep01.dts	0
ep01.*txt	ep01.dts	0
Show.01.*txt	ep01.dts	0
*.mpls	ep01.dts	0
*	ep01.dts	1
*.*	ep01.dts	1
*.txt	ep01.dts	0
Show.01*.*	ep01.eac3	0
ep01.*txt	ep01.eac3	0
Show.01.*txt	ep01.eac3	0
*.mpls	ep01.eac3	0
*.txt	ep01.eac3	0
Show.01*.*	ep01.eac3to.log	0
ep01.*txt	ep01.eac3to.log	0
Show.01.*txt	ep01.eac3to.log	0
*.mpls	ep01.eac3to.log	0
*.txt	ep01.eac3to.log	0
Show.01*.*	ep01.eng.txt	0
ep01.*txt	ep01.eng.txt	1
Show.01.*txt	ep01.eng.txt	0
*.mpls	ep01.eng.txt	0
Show.01*.*	ep01.flac	0
ep01.*txt	ep01.flac	0
Show.01.*txt	ep01.flac	0
*.mpls	ep01.flac	0
*.txt	ep01.flac	0
Show.01*.*	EP01.FLAC	0
ep01.*txt	EP01.FLAC	0
Show.01.*txt	EP01.FLAC	0
*.mpls	EP01.FLAC	0
*.txt	EP01.FLAC	0
Show.01*.*	ep01.h264	0
ep01.*txt	ep01.h264	0
Show.01.*txt	ep01.h264	0
*.mpls	ep01.h264	0
*.txt	ep01.h264	0
Show.01*.*	ep01.hevc	0
ep01.*txt	ep01.hevc	0
Show.01.*txt	ep01.hevc	0
*.mpls	ep01.hevc	0
*.txt	ep01.hevc	0
Show.01*.*	ep01.jpn.tx	0
ep01.*txt	ep01.jpn.tx	0
Show.01.*txt	ep01.jpn.tx	0
*.mpls	ep01.jpn.tx	0
*.txt	ep01.jpn.tx	0
Show.01*.*	ep01.jpn.txt	0
ep01.*txt	ep01.jpn.txt	1
Show.01.*txt	ep01.jpn.txt	0
*.mpls	ep01.jpn.txt	0
Show.01*.*	ep01.jpn.txtx	0
ep01.*txt	ep01.jpn.txtx	0
Show.01.*txt	ep01.jpn.txtx	0
*.mpls	ep01.jpn.txtx	0
Show.01*.*	ep01.Log.txt	0
ep01.*txt	ep01.Log.txt	1
Show.01.*txt	ep01.Log.txt	0
*.mpls	ep01.Log.txt	0
ep01*.*	ep01.lwi	1
Show.01*.*	ep01.lwi	0
ep01.*txt	ep01.lwi	0
Show.01.*txt	ep01.lwi	0
*.mpls	ep01.lwi	0
*	ep01.lwi	1
*.*	ep01.lwi	1
*.txt	ep01.lwi	0
ep01*.*	ep01.mka	1
Show.01*.*	ep01.mka	0
ep01.*txt	ep01.mka	0
Show.01.*txt	ep01.mka	0
*.mpls	ep01.mka	0
*	ep01.mka	1
*.*	ep01.mka	1
*.txt	ep01.mka	0
ep01*.*	ep01.mkv	1
Show.01*.*	ep01.mkv	0
ep01.*txt	ep01.mkv	0
Show.01.*txt	ep01.mkv	0
*.mpls	ep01.mkv	0
*	ep01.mkv	1
*.*	ep01.mkv	1
*.txt	ep01.mkv	0
ep01*.*	Ep01.Mkv	1
Show.01*.*	Ep01.Mkv	0
ep01.*txt	Ep01.Mkv	0
Show.01.*txt	Ep01.Mkv	0
*.mpls	Ep01.Mkv	0
*	Ep01.Mkv	1
*.*	Ep01.Mkv	1
*.txt	Ep01.Mkv	0
Show.01*.*	ep01.mkv.old	0
ep01.*txt	ep01.mkv.old	0
Show.01.*txt	ep01.mkv.old	0
*.mpls	ep01.mkv.old	0
*.txt	ep01.mkv.old	0
